parnme,partrans,parchglim,parval1,parlbnd,parubnd,pargp,scale,offset,dercom,i,idx0,idx1,idx2,inst,j,pname,pstyle,ptype,usecol,zone
pname:p_inst:4_ptype:pp_pstyle:a_i:46_j:16_zone:1,none,relative,0.0,-0.1,0.1,ghbt-head,1.0,0.0,1,46,,,,4,16,p,a,pp,,1
pname:p_inst:4_ptype:pp_pstyle:a_i:46_j:19_zone:1,none,relative,0.0,-0.1,0.1,ghbt-head,1.0,0.0,1,46,,,,4,19,p,a,pp,,1
pname:p_inst:4_ptype:pp_pstyle:a_i:46_j:22_zone:1,none,relative,0.0,-0.1,0.1,ghbt-head,1.0,0.0,1,46,,,,4,22,p,a,pp,,1
pname:p_inst:4_ptype:pp_pstyle:a_i:46_j:25_zone:1,none,relative,0.0,-0.1,0.1,ghbt-head,1.0,0.0,1,46,,,,4,25,p,a,pp,,1
pname:p_inst:4_ptype:pp_pstyle:a_i:46_j:28_zone:1,none,relative,0.0,-0.1,0.1,ghbt-head,1.0,0.0,1,46,,,,4,28,p,a,pp,,1
pname:p_inst:4_ptype:pp_pstyle:a_i:46_j:31_zone:1,none,relative,0.0,-0.1,0.1,ghbt-head,1.0,0.0,1,46,,,,4,31,p,a,pp,,1
pname:p_inst:4_ptype:pp_pstyle:a_i:46_j:34_zone:1,none,relative,0.0,-0.1,0.1,ghbt-head,1.0,0.0,1,46,,,,4,34,p,a,pp,,1
pname:p_inst:4_ptype:pp_pstyle:a_i:46_j:37_zone:1,none,relative,0.0,-0.1,0.1,ghbt-head,1.0,0.0,1,46,,,,4,37,p,a,pp,,1
pname:p_inst:4_ptype:pp_pstyle:a_i:46_j:40_zone:1,none,relative,0.0,-0.1,0.1,ghbt-head,1.0,0.0,1,46,,,,4,40,p,a,pp,,1
pname:p_inst:4_ptype:pp_pstyle:a_i:46_j:43_zone:1,none,relative,0.0,-0.1,0.1,ghbt-head,1.0,0.0,1,46,,,,4,43,p,a,pp,,1
pname:p_inst:4_ptype:pp_pstyle:a_i:46_j:46_zone:1,none,relative,0.0,-0.1,0.1,ghbt-head,1.0,0.0,1,46,,,,4,46,p,a,pp,,1
pname:p_inst:4_ptype:pp_pstyle:a_i:46_j:49_zone:1,none,relative,0.0,-0.1,0.1,ghbt-head,1.0,0.0,1,46,,,,4,49,p,a,pp,,1
pname:p_inst:4_ptype:pp_pstyle:a_i:46_j:52_zone:1,none,relative,0.0,-0.1,0.1,ghbt-head,1.0,0.0,1,46,,,,4,52,p,a,pp,,1
pname:p_inst:4_ptype:pp_pstyle:a_i:46_j:55_zone:1,none,relative,0.0,-0.1,0.1,ghbt-head,1.0,0.0,1,46,,,,4,55,p,a,pp,,1
pname:p_inst:4_ptype:pp_pstyle:a_i:46_j:58_zone:1,none,relative,0.0,-0.1,0.1,ghbt-head,1.0,0.0,1,46,,,,4,58,p,a,pp,,1
pname:p_inst:4_ptype:pp_pstyle:a_i:46_j:61_zone:1,none,relative,0.0,-0.1,0.1,ghbt-head,1.0,0.0,1,46,,,,4,61,p,a,pp,,1
pname:p_inst:4_ptype:pp_pstyle:a_i:46_j:64_zone:1,none,relative,0.0,-0.1,0.1,ghbt-head,1.0,0.0,1,46,,,,4,64,p,a,pp,,1
pname:p_inst:4_ptype:pp_pstyle:a_i:46_j:67_zone:1,none,relative,0.0,-0.1,0.1,ghbt-head,1.0,0.0,1,46,,,,4,67,p,a,pp,,1
pname:p_inst:4_ptype:pp_pstyle:a_i:46_j:70_zone:1,none,relative,0.0,-0.1,0.1,ghbt-head,1.0,0.0,1,46,,,,4,70,p,a,pp,,1
pname:p_inst:4_ptype:pp_pstyle:a_i:46_j:73_zone:1,none,relative,0.0,-0.1,0.1,ghbt-head,1.0,0.0,1,46,,,,4,73,p,a,pp,,1
pname:p_inst:4_ptype:pp_pstyle:a_i:46_j:76_zone:1,none,relative,0.0,-0.1,0.1,ghbt-head,1.0,0.0,1,46,,,,4,76,p,a,pp,,1
pname:p_inst:4_ptype:pp_pstyle:a_i:46_j:79_zone:1,none,relative,0.0,-0.1,0.1,ghbt-head,1.0,0.0,1,46,,,,4,79,p,a,pp,,1
pname:p_inst:4_ptype:pp_pstyle:a_i:46_j:82_zone:1,none,relative,0.0,-0.1,0.1,ghbt-head,1.0,0.0,1,46,,,,4,82,p,a,pp,,1
pname:p_inst:4_ptype:pp_pstyle:a_i:46_j:85_zone:1,none,relative,0.0,-0.1,0.1,ghbt-head,1.0,0.0,1,46,,,,4,85,p,a,pp,,1
pname:p_inst:4_ptype:pp_pstyle:a_i:46_j:88_zone:1,none,relative,0.0,-0.1,0.1,ghbt-head,1.0,0.0,1,46,,,,4,88,p,a,pp,,1
pname:p_inst:4_ptype:pp_pstyle:a_i:46_j:91_zone:1,none,relative,0.0,-0.1,0.1,ghbt-head,1.0,0.0,1,46,,,,4,91,p,a,pp,,1
pname:p_inst:4_ptype:pp_pstyle:a_i:49_j:1_zone:1,none,relative,0.0,-0.1,0.1,ghbt-head,1.0,0.0,1,49,,,,4,1,p,a,pp,,1
pname:p_inst:4_ptype:pp_pstyle:a_i:49_j:4_zone:1,none,relative,0.0,-0.1,0.1,ghbt-head,1.0,0.0,1,49,,,,4,4,p,a,pp,,1
pname:p_inst:4_ptype:pp_pstyle:a_i:49_j:7_zone:1,none,relative,0.0,-0.1,0.1,ghbt-head,1.0,0.0,1,49,,,,4,7,p,a,pp,,1
pname:p_inst:4_ptype:pp_pstyle:a_i:49_j:10_zone:1,none,relative,0.0,-0.1,0.1,ghbt-head,1.0,0.0,1,49,,,,4,10,p,a,pp,,1
pname:p_inst:4_ptype:pp_pstyle:a_i:49_j:13_zone:1,none,relative,0.0,-0.1,0.1,ghbt-head,1.0,0.0,1,49,,,,4,13,p,a,pp,,1
pname:p_inst:4_ptype:pp_pstyle:a_i:49_j:16_zone:1,none,relative,0.0,-0.1,0.1,ghbt-head,1.0,0.0,1,49,,,,4,16,p,a,pp,,1
pname:p_inst:4_ptype:pp_pstyle:a_i:49_j:19_zone:1,none,relative,0.0,-0.1,0.1,ghbt-head,1.0,0.0,1,49,,,,4,19,p,a,pp,,1
pname:p_inst:4_ptype:pp_pstyle:a_i:49_j:22_zone:1,none,relative,0.0,-0.1,0.1,ghbt-head,1.0,0.0,1,49,,,,4,22,p,a,pp,,1
pname:p_inst:4_ptype:pp_pstyle:a_i:49_j:25_zone:1,none,relative,0.0,-0.1,0.1,ghbt-head,1.0,0.0,1,49,,,,4,25,p,a,pp,,1
pname:p_inst:4_ptype:pp_pstyle:a_i:49_j:28_zone:1,none,relative,0.0,-0.1,0.1,ghbt-head,1.0,0.0,1,49,,,,4,28,p,a,pp,,1
pname:p_inst:4_ptype:pp_pstyle:a_i:49_j:31_zone:1,none,relative,0.0,-0.1,0.1,ghbt-head,1.0,0.0,1,49,,,,4,31,p,a,pp,,1
pname:p_inst:4_ptype:pp_pstyle:a_i:49_j:34_zone:1,none,relative,0.0,-0.1,0.1,ghbt-head,1.0,0.0,1,49,,,,4,34,p,a,pp,,1
pname:p_inst:4_ptype:pp_pstyle:a_i:49_j:37_zone:1,none,relative,0.0,-0.1,0.1,ghbt-head,1.0,0.0,1,49,,,,4,37,p,a,pp,,1
pname:p_inst:4_ptype:pp_pstyle:a_i:49_j:40_zone:1,none,relative,0.0,-0.1,0.1,ghbt-head,1.0,0.0,1,49,,,,4,40,p,a,pp,,1
pname:p_inst:4_ptype:pp_pstyle:a_i:49_j:43_zone:1,none,relative,0.0,-0.1,0.1,ghbt-head,1.0,0.0,1,49,,,,4,43,p,a,pp,,1
pname:p_inst:4_ptype:pp_pstyle:a_i:49_j:46_zone:1,none,relative,0.0,-0.1,0.1,ghbt-head,1.0,0.0,1,49,,,,4,46,p,a,pp,,1
pname:p_inst:4_ptype:pp_pstyle:a_i:49_j:49_zone:1,none,relative,0.0,-0.1,0.1,ghbt-head,1.0,0.0,1,49,,,,4,49,p,a,pp,,1
pname:p_inst:4_ptype:pp_pstyle:a_i:49_j:52_zone:1,none,relative,0.0,-0.1,0.1,ghbt-head,1.0,0.0,1,49,,,,4,52,p,a,pp,,1
pname:p_inst:4_ptype:pp_pstyle:a_i:49_j:55_zone:1,none,relative,0.0,-0.1,0.1,ghbt-head,1.0,0.0,1,49,,,,4,55,p,a,pp,,1
pname:p_inst:4_ptype:pp_pstyle:a_i:49_j:58_zone:1,none,relative,0.0,-0.1,0.1,ghbt-head,1.0,0.0,1,49,,,,4,58,p,a,pp,,1
pname:p_inst:4_ptype:pp_pstyle:a_i:49_j:61_zone:1,none,relative,0.0,-0.1,0.1,ghbt-head,1.0,0.0,1,49,,,,4,61,p,a,pp,,1
pname:p_inst:4_ptype:pp_pstyle:a_i:49_j:64_zone:1,none,relative,0.0,-0.1,0.1,ghbt-head,1.0,0.0,1,49,,,,4,64,p,a,pp,,1
pname:p_inst:4_ptype:pp_pstyle:a_i:49_j:67_zone:1,none,relative,0.0,-0.1,0.1,ghbt-head,1.0,0.0,1,49,,,,4,67,p,a,pp,,1
pname:p_inst:4_ptype:pp_pstyle:a_i:49_j:70_zone:1,none,relative,0.0,-0.1,0.1,ghbt-head,1.0,0.0,1,49,,,,4,70,p,a,pp,,1
pname:p_inst:4_ptype:pp_pstyle:a_i:49_j:73_zone:1,none,relative,0.0,-0.1,0.1,ghbt-head,1.0,0.0,1,49,,,,4,73,p,a,pp,,1
pname:p_inst:4_ptype:pp_pstyle:a_i:49_j:76_zone:1,none,relative,0.0,-0.1,0.1,ghbt-head,1.0,0.0,1,49,,,,4,76,p,a,pp,,1
pname:p_inst:4_ptype:pp_pstyle:a_i:49_j:79_zone:1,none,relative,0.0,-0.1,0.1,ghbt-head,1.0,0.0,1,49,,,,4,79,p,a,pp,,1
pname:p_inst:4_ptype:pp_pstyle:a_i:49_j:82_zone:1,none,relative,0.0,-0.1,0.1,ghbt-head,1.0,0.0,1,49,,,,4,82,p,a,pp,,1
pname:p_inst:4_ptype:pp_pstyle:a_i:49_j:85_zone:1,none,relative,0.0,-0.1,0.1,ghbt-head,1.0,0.0,1,49,,,,4,85,p,a,pp,,1
pname:p_inst:4_ptype:pp_pstyle:a_i:49_j:88_zone:1,none,relative,0.0,-0.1,0.1,ghbt-head,1.0,0.0,1,49,,,,4,88,p,a,pp,,1
pname:p_inst:4_ptype:pp_pstyle:a_i:52_j:1_zone:1,none,relative,0.0,-0.1,0.1,ghbt-head,1.0,0.0,1,52,,,,4,1,p,a,pp,,1
pname:p_inst:4_ptype:pp_pstyle:a_i:52_j:4_zone:1,none,relative,0.0,-0.1,0.1,ghbt-head,1.0,0.0,1,52,,,,4,4,p,a,pp,,1
pname:p_inst:4_ptype:pp_pstyle:a_i:52_j:7_zone:1,none,relative,0.0,-0.1,0.1,ghbt-head,1.0,0.0,1,52,,,,4,7,p,a,pp,,1
pname:p_inst:4_ptype:pp_pstyle:a_i:52_j:10_zone:1,none,relative,0.0,-0.1,0.1,ghbt-head,1.0,0.0,1,52,,,,4,10,p,a,pp,,1
pname:p_inst:4_ptype:pp_pstyle:a_i:52_j:13_zone:1,none,relative,0.0,-0.1,0.1,ghbt-head,1.0,0.0,1,52,,,,4,13,p,a,pp,,1
pname:p_inst:4_ptype:pp_pstyle:a_i:52_j:16_zone:1,none,relative,0.0,-0.1,0.1,ghbt-head,1.0,0.0,1,52,,,,4,16,p,a,pp,,1
pname:p_inst:4_ptype:pp_pstyle:a_i:52_j:19_zone:1,none,relative,0.0,-0.1,0.1,ghbt-head,1.0,0.0,1,52,,,,4,19,p,a,pp,,1
pname:p_inst:4_ptype:pp_pstyle:a_i:52_j:22_zone:1,none,relative,0.0,-0.1,0.1,ghbt-head,1.0,0.0,1,52,,,,4,22,p,a,pp,,1
pname:p_inst:4_ptype:pp_pstyle:a_i:52_j:25_zone:1,none,relative,0.0,-0.1,0.1,ghbt-head,1.0,0.0,1,52,,,,4,25,p,a,pp,,1
pname:p_inst:4_ptype:pp_pstyle:a_i:52_j:28_zone:1,none,relative,0.0,-0.1,0.1,ghbt-head,1.0,0.0,1,52,,,,4,28,p,a,pp,,1
pname:p_inst:4_ptype:pp_pstyle:a_i:52_j:31_zone:1,none,relative,0.0,-0.1,0.1,ghbt-head,1.0,0.0,1,52,,,,4,31,p,a,pp,,1
pname:p_inst:4_ptype:pp_pstyle:a_i:52_j:34_zone:1,none,relative,0.0,-0.1,0.1,ghbt-head,1.0,0.0,1,52,,,,4,34,p,a,pp,,1
pname:p_inst:4_ptype:pp_pstyle:a_i:52_j:37_zone:1,none,relative,0.0,-0.1,0.1,ghbt-head,1.0,0.0,1,52,,,,4,37,p,a,pp,,1
pname:p_inst:4_ptype:pp_pstyle:a_i:52_j:40_zone:1,none,relative,0.0,-0.1,0.1,ghbt-head,1.0,0.0,1,52,,,,4,40,p,a,pp,,1
pname:p_inst:4_ptype:pp_pstyle:a_i:52_j:43_zone:1,none,relative,0.0,-0.1,0.1,ghbt-head,1.0,0.0,1,52,,,,4,43,p,a,pp,,1
pname:p_inst:4_ptype:pp_pstyle:a_i:52_j:46_zone:1,none,relative,0.0,-0.1,0.1,ghbt-head,1.0,0.0,1,52,,,,4,46,p,a,pp,,1
pname:p_inst:4_ptype:pp_pstyle:a_i:52_j:49_zone:1,none,relative,0.0,-0.1,0.1,ghbt-head,1.0,0.0,1,52,,,,4,49,p,a,pp,,1
pname:p_inst:4_ptype:pp_pstyle:a_i:52_j:52_zone:1,none,relative,0.0,-0.1,0.1,ghbt-head,1.0,0.0,1,52,,,,4,52,p,a,pp,,1
pname:p_inst:4_ptype:pp_pstyle:a_i:52_j:55_zone:1,none,relative,0.0,-0.1,0.1,ghbt-head,1.0,0.0,1,52,,,,4,55,p,a,pp,,1
pname:p_inst:4_ptype:pp_pstyle:a_i:52_j:58_zone:1,none,relative,0.0,-0.1,0.1,ghbt-head,1.0,0.0,1,52,,,,4,58,p,a,pp,,1
pname:p_inst:4_ptype:pp_pstyle:a_i:52_j:61_zone:1,none,relative,0.0,-0.1,0.1,ghbt-head,1.0,0.0,1,52,,,,4,61,p,a,pp,,1
pname:p_inst:4_ptype:pp_pstyle:a_i:52_j:64_zone:1,none,relative,0.0,-0.1,0.1,ghbt-head,1.0,0.0,1,52,,,,4,64,p,a,pp,,1
pname:p_inst:4_ptype:pp_pstyle:a_i:52_j:67_zone:1,none,relative,0.0,-0.1,0.1,ghbt-head,1.0,0.0,1,52,,,,4,67,p,a,pp,,1
pname:p_inst:4_ptype:pp_pstyle:a_i:52_j:70_zone:1,none,relative,0.0,-0.1,0.1,ghbt-head,1.0,0.0,1,52,,,,4,70,p,a,pp,,1
pname:p_inst:4_ptype:pp_pstyle:a_i:52_j:73_zone:1,none,relative,0.0,-0.1,0.1,ghbt-head,1.0,0.0,1,52,,,,4,73,p,a,pp,,1
pname:p_inst:4_ptype:pp_pstyle:a_i:52_j:76_zone:1,none,relative,0.0,-0.1,0.1,ghbt-head,1.0,0.0,1,52,,,,4,76,p,a,pp,,1
pname:p_inst:4_ptype:pp_pstyle:a_i:52_j:79_zone:1,none,relative,0.0,-0.1,0.1,ghbt-head,1.0,0.0,1,52,,,,4,79,p,a,pp,,1
pname:p_inst:4_ptype:pp_pstyle:a_i:52_j:82_zone:1,none,relative,0.0,-0.1,0.1,ghbt-head,1.0,0.0,1,52,,,,4,82,p,a,pp,,1
pname:p_inst:4_ptype:pp_pstyle:a_i:52_j:85_zone:1,none,relative,0.0,-0.1,0.1,ghbt-head,1.0,0.0,1,52,,,,4,85,p,a,pp,,1
pname:p_inst:4_ptype:pp_pstyle:a_i:55_j:1_zone:1,none,relative,0.0,-0.1,0.1,ghbt-head,1.0,0.0,1,55,,,,4,1,p,a,pp,,1
pname:p_inst:4_ptype:pp_pstyle:a_i:55_j:4_zone:1,none,relative,0.0,-0.1,0.1,ghbt-head,1.0,0.0,1,55,,,,4,4,p,a,pp,,1
pname:p_inst:4_ptype:pp_pstyle:a_i:55_j:7_zone:1,none,relative,0.0,-0.1,0.1,ghbt-head,1.0,0.0,1,55,,,,4,7,p,a,pp,,1
pname:p_inst:4_ptype:pp_pstyle:a_i:55_j:10_zone:1,none,relative,0.0,-0.1,0.1,ghbt-head,1.0,0.0,1,55,,,,4,10,p,a,pp,,1
pname:p_inst:4_ptype:pp_pstyle:a_i:55_j:13_zone:1,none,relative,0.0,-0.1,0.1,ghbt-head,1.0,0.0,1,55,,,,4,13,p,a,pp,,1
pname:p_inst:4_ptype:pp_pstyle:a_i:55_j:16_zone:1,none,relative,0.0,-0.1,0.1,ghbt-head,1.0,0.0,1,55,,,,4,16,p,a,pp,,1
pname:p_inst:4_ptype:pp_pstyle:a_i:55_j:19_zone:1,none,relative,0.0,-0.1,0.1,ghbt-head,1.0,0.0,1,55,,,,4,19,p,a,pp,,1
pname:p_inst:4_ptype:pp_pstyle:a_i:55_j:22_zone:1,none,relative,0.0,-0.1,0.1,ghbt-head,1.0,0.0,1,55,,,,4,22,p,a,pp,,1
pname:p_inst:4_ptype:pp_pstyle:a_i:55_j:25_zone:1,none,relative,0.0,-0.1,0.1,ghbt-head,1.0,0.0,1,55,,,,4,25,p,a,pp,,1
pname:p_inst:4_ptype:pp_pstyle:a_i:55_j:28_zone:1,none,relative,0.0,-0.1,0.1,ghbt-head,1.0,0.0,1,55,,,,4,28,p,a,pp,,1
pname:p_inst:4_ptype:pp_pstyle:a_i:55_j:31_zone:1,none,relative,0.0,-0.1,0.1,ghbt-head,1.0,0.0,1,55,,,,4,31,p,a,pp,,1
pname:p_inst:4_ptype:pp_pstyle:a_i:55_j:34_zone:1,none,relative,0.0,-0.1,0.1,ghbt-head,1.0,0.0,1,55,,,,4,34,p,a,pp,,1
pname:p_inst:4_ptype:pp_pstyle:a_i:55_j:37_zone:1,none,relative,0.0,-0.1,0.1,ghbt-head,1.0,0.0,1,55,,,,4,37,p,a,pp,,1
pname:p_inst:4_ptype:pp_pstyle:a_i:55_j:40_zone:1,none,relative,0.0,-0.1,0.1,ghbt-head,1.0,0.0,1,55,,,,4,40,p,a,pp,,1
pname:p_inst:4_ptype:pp_pstyle:a_i:55_j:43_zone:1,none,relative,0.0,-0.1,0.1,ghbt-head,1.0,0.0,1,55,,,,4,43,p,a,pp,,1
pname:p_inst:4_ptype:pp_pstyle:a_i:55_j:46_zone:1,none,relative,0.0,-0.1,0.1,ghbt-head,1.0,0.0,1,55,,,,4,46,p,a,pp,,1
pname:p_inst:4_ptype:pp_pstyle:a_i:55_j:49_zone:1,none,relative,0.0,-0.1,0.1,ghbt-head,1.0,0.0,1,55,,,,4,49,p,a,pp,,1
pname:p_inst:4_ptype:pp_pstyle:a_i:55_j:52_zone:1,none,relative,0.0,-0.1,0.1,ghbt-head,1.0,0.0,1,55,,,,4,52,p,a,pp,,1
pname:p_inst:4_ptype:pp_pstyle:a_i:55_j:55_zone:1,none,relative,0.0,-0.1,0.1,ghbt-head,1.0,0.0,1,55,,,,4,55,p,a,pp,,1
pname:p_inst:4_ptype:pp_pstyle:a_i:55_j:58_zone:1,none,relative,0.0,-0.1,0.1,ghbt-head,1.0,0.0,1,55,,,,4,58,p,a,pp,,1
pname:p_inst:4_ptype:pp_pstyle:a_i:55_j:61_zone:1,none,relative,0.0,-0.1,0.1,ghbt-head,1.0,0.0,1,55,,,,4,61,p,a,pp,,1
pname:p_inst:4_ptype:pp_pstyle:a_i:55_j:64_zone:1,none,relative,0.0,-0.1,0.1,ghbt-head,1.0,0.0,1,55,,,,4,64,p,a,pp,,1
pname:p_inst:4_ptype:pp_pstyle:a_i:55_j:67_zone:1,none,relative,0.0,-0.1,0.1,ghbt-head,1.0,0.0,1,55,,,,4,67,p,a,pp,,1
pname:p_inst:4_ptype:pp_pstyle:a_i:55_j:70_zone:1,none,relative,0.0,-0.1,0.1,ghbt-head,1.0,0.0,1,55,,,,4,70,p,a,pp,,1
pname:p_inst:4_ptype:pp_pstyle:a_i:55_j:73_zone:1,none,relative,0.0,-0.1,0.1,ghbt-head,1.0,0.0,1,55,,,,4,73,p,a,pp,,1
pname:p_inst:4_ptype:pp_pstyle:a_i:55_j:76_zone:1,none,relative,0.0,-0.1,0.1,ghbt-head,1.0,0.0,1,55,,,,4,76,p,a,pp,,1
pname:p_inst:4_ptype:pp_pstyle:a_i:55_j:79_zone:1,none,relative,0.0,-0.1,0.1,ghbt-head,1.0,0.0,1,55,,,,4,79,p,a,pp,,1
pname:p_inst:4_ptype:pp_pstyle:a_i:55_j:82_zone:1,none,relative,0.0,-0.1,0.1,ghbt-head,1.0,0.0,1,55,,,,4,82,p,a,pp,,1
pname:p_inst:4_ptype:pp_pstyle:a_i:55_j:85_zone:1,none,relative,0.0,-0.1,0.1,ghbt-head,1.0,0.0,1,55,,,,4,85,p,a,pp,,1
pname:p_inst:4_ptype:pp_pstyle:a_i:55_j:88_zone:1,none,relative,0.0,-0.1,0.1,ghbt-head,1.0,0.0,1,55,,,,4,88,p,a,pp,,1
pname:p_inst:4_ptype:pp_pstyle:a_i:58_j:1_zone:1,none,relative,0.0,-0.1,0.1,ghbt-head,1.0,0.0,1,58,,,,4,1,p,a,pp,,1
pname:p_inst:4_ptype:pp_pstyle:a_i:58_j:4_zone:1,none,relative,0.0,-0.1,0.1,ghbt-head,1.0,0.0,1,58,,,,4,4,p,a,pp,,1
pname:p_inst:4_ptype:pp_pstyle:a_i:58_j:7_zone:1,none,relative,0.0,-0.1,0.1,ghbt-head,1.0,0.0,1,58,,,,4,7,p,a,pp,,1
pname:p_inst:4_ptype:pp_pstyle:a_i:58_j:10_zone:1,none,relative,0.0,-0.1,0.1,ghbt-head,1.0,0.0,1,58,,,,4,10,p,a,pp,,1
pname:p_inst:4_ptype:pp_pstyle:a_i:58_j:13_zone:1,none,relative,0.0,-0.1,0.1,ghbt-head,1.0,0.0,1,58,,,,4,13,p,a,pp,,1
pname:p_inst:4_ptype:pp_pstyle:a_i:58_j:16_zone:1,none,relative,0.0,-0.1,0.1,ghbt-head,1.0,0.0,1,58,,,,4,16,p,a,pp,,1
pname:p_inst:4_ptype:pp_pstyle:a_i:58_j:19_zone:1,none,relative,0.0,-0.1,0.1,ghbt-head,1.0,0.0,1,58,,,,4,19,p,a,pp,,1
pname:p_inst:4_ptype:pp_pstyle:a_i:58_j:22_zone:1,none,relative,0.0,-0.1,0.1,ghbt-head,1.0,0.0,1,58,,,,4,22,p,a,pp,,1
pname:p_inst:4_ptype:pp_pstyle:a_i:58_j:25_zone:1,none,relative,0.0,-0.1,0.1,ghbt-head,1.0,0.0,1,58,,,,4,25,p,a,pp,,1
pname:p_inst:4_ptype:pp_pstyle:a_i:58_j:28_zone:1,none,relative,0.0,-0.1,0.1,ghbt-head,1.0,0.0,1,58,,,,4,28,p,a,pp,,1
pname:p_inst:4_ptype:pp_pstyle:a_i:58_j:31_zone:1,none,relative,0.0,-0.1,0.1,ghbt-head,1.0,0.0,1,58,,,,4,31,p,a,pp,,1
pname:p_inst:4_ptype:pp_pstyle:a_i:58_j:34_zone:1,none,relative,0.0,-0.1,0.1,ghbt-head,1.0,0.0,1,58,,,,4,34,p,a,pp,,1
pname:p_inst:4_ptype:pp_pstyle:a_i:58_j:37_zone:1,none,relative,0.0,-0.1,0.1,ghbt-head,1.0,0.0,1,58,,,,4,37,p,a,pp,,1
pname:p_inst:4_ptype:pp_pstyle:a_i:58_j:40_zone:1,none,relative,0.0,-0.1,0.1,ghbt-head,1.0,0.0,1,58,,,,4,40,p,a,pp,,1
pname:p_inst:4_ptype:pp_pstyle:a_i:58_j:43_zone:1,none,relative,0.0,-0.1,0.1,ghbt-head,1.0,0.0,1,58,,,,4,43,p,a,pp,,1
pname:p_inst:4_ptype:pp_pstyle:a_i:58_j:46_zone:1,none,relative,0.0,-0.1,0.1,ghbt-head,1.0,0.0,1,58,,,,4,46,p,a,pp,,1
pname:p_inst:4_ptype:pp_pstyle:a_i:58_j:49_zone:1,none,relative,0.0,-0.1,0.1,ghbt-head,1.0,0.0,1,58,,,,4,49,p,a,pp,,1
pname:p_inst:4_ptype:pp_pstyle:a_i:58_j:52_zone:1,none,relative,0.0,-0.1,0.1,ghbt-head,1.0,0.0,1,58,,,,4,52,p,a,pp,,1
pname:p_inst:4_ptype:pp_pstyle:a_i:58_j:55_zone:1,none,relative,0.0,-0.1,0.1,ghbt-head,1.0,0.0,1,58,,,,4,55,p,a,pp,,1
pname:p_inst:4_ptype:pp_pstyle:a_i:58_j:58_zone:1,none,relative,0.0,-0.1,0.1,ghbt-head,1.0,0.0,1,58,,,,4,58,p,a,pp,,1
pname:p_inst:4_ptype:pp_pstyle:a_i:58_j:61_zone:1,none,relative,0.0,-0.1,0.1,ghbt-head,1.0,0.0,1,58,,,,4,61,p,a,pp,,1
pname:p_inst:4_ptype:pp_pstyle:a_i:58_j:64_zone:1,none,relative,0.0,-0.1,0.1,ghbt-head,1.0,0.0,1,58,,,,4,64,p,a,pp,,1
pname:p_inst:4_ptype:pp_pstyle:a_i:58_j:67_zone:1,none,relative,0.0,-0.1,0.1,ghbt-head,1.0,0.0,1,58,,,,4,67,p,a,pp,,1
pname:p_inst:4_ptype:pp_pstyle:a_i:58_j:70_zone:1,none,relative,0.0,-0.1,0.1,ghbt-head,1.0,0.0,1,58,,,,4,70,p,a,pp,,1
pname:p_inst:4_ptype:pp_pstyle:a_i:58_j:73_zone:1,none,relative,0.0,-0.1,0.1,ghbt-head,1.0,0.0,1,58,,,,4,73,p,a,pp,,1
pname:p_inst:4_ptype:pp_pstyle:a_i:58_j:76_zone:1,none,relative,0.0,-0.1,0.1,ghbt-head,1.0,0.0,1,58,,,,4,76,p,a,pp,,1
pname:p_inst:4_ptype:pp_pstyle:a_i:58_j:79_zone:1,none,relative,0.0,-0.1,0.1,ghbt-head,1.0,0.0,1,58,,,,4,79,p,a,pp,,1
pname:p_inst:4_ptype:pp_pstyle:a_i:58_j:82_zone:1,none,relative,0.0,-0.1,0.1,ghbt-head,1.0,0.0,1,58,,,,4,82,p,a,pp,,1
pname:p_inst:4_ptype:pp_pstyle:a_i:58_j:85_zone:1,none,relative,0.0,-0.1,0.1,ghbt-head,1.0,0.0,1,58,,,,4,85,p,a,pp,,1
pname:p_inst:4_ptype:pp_pstyle:a_i:58_j:88_zone:1,none,relative,0.0,-0.1,0.1,ghbt-head,1.0,0.0,1,58,,,,4,88,p,a,pp,,1
pname:p_inst:4_ptype:pp_pstyle:a_i:58_j:91_zone:1,none,relative,0.0,-0.1,0.1,ghbt-head,1.0,0.0,1,58,,,,4,91,p,a,pp,,1
pname:p_inst:4_ptype:pp_pstyle:a_i:61_j:1_zone:1,none,relative,0.0,-0.1,0.1,ghbt-head,1.0,0.0,1,61,,,,4,1,p,a,pp,,1
pname:p_inst:4_ptype:pp_pstyle:a_i:61_j:4_zone:1,none,relative,0.0,-0.1,0.1,ghbt-head,1.0,0.0,1,61,,,,4,4,p,a,pp,,1
pname:p_inst:4_ptype:pp_pstyle:a_i:61_j:7_zone:1,none,relative,0.0,-0.1,0.1,ghbt-head,1.0,0.0,1,61,,,,4,7,p,a,pp,,1
pname:p_inst:4_ptype:pp_pstyle:a_i:61_j:10_zone:1,none,relative,0.0,-0.1,0.1,ghbt-head,1.0,0.0,1,61,,,,4,10,p,a,pp,,1
pname:p_inst:4_ptype:pp_pstyle:a_i:61_j:13_zone:1,none,relative,0.0,-0.1,0.1,ghbt-head,1.0,0.0,1,61,,,,4,13,p,a,pp,,1
pname:p_inst:4_ptype:pp_pstyle:a_i:61_j:16_zone:1,none,relative,0.0,-0.1,0.1,ghbt-head,1.0,0.0,1,61,,,,4,16,p,a,pp,,1
