obsnme,obsval,weight,obgnme,i,id,idx0,idx1,idx2,j,k,kper,kstp,oname,otype,usecol,zone,standard_deviation
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:60_j:23_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,60,,,,,23,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:60_j:24_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,60,,,,,24,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:60_j:25_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,60,,,,,25,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:60_j:28_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,60,,,,,28,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:60_j:29_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,60,,,,,29,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:60_j:2_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,60,,,,,2,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:60_j:30_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,60,,,,,30,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:60_j:31_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,60,,,,,31,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:60_j:32_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,60,,,,,32,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:60_j:33_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,60,,,,,33,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:60_j:34_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,60,,,,,34,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:60_j:35_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,60,,,,,35,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:60_j:36_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,60,,,,,36,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:60_j:37_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,60,,,,,37,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:60_j:38_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,60,,,,,38,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:60_j:39_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,60,,,,,39,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:60_j:3_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,60,,,,,3,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:60_j:40_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,60,,,,,40,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:60_j:41_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,60,,,,,41,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:60_j:42_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,60,,,,,42,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:60_j:43_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,60,,,,,43,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:60_j:44_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,60,,,,,44,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:60_j:45_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,60,,,,,45,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:60_j:46_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,60,,,,,46,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:60_j:47_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,60,,,,,47,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:60_j:48_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,60,,,,,48,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:60_j:49_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,60,,,,,49,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:60_j:4_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,60,,,,,4,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:60_j:50_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,60,,,,,50,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:60_j:51_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,60,,,,,51,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:60_j:52_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,60,,,,,52,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:60_j:53_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,60,,,,,53,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:60_j:54_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,60,,,,,54,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:60_j:55_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,60,,,,,55,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:60_j:56_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,60,,,,,56,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:60_j:57_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,60,,,,,57,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:60_j:58_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,60,,,,,58,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:60_j:59_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,60,,,,,59,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:60_j:5_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,60,,,,,5,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:60_j:60_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,60,,,,,60,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:60_j:61_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,60,,,,,61,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:60_j:62_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,60,,,,,62,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:60_j:63_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,60,,,,,63,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:60_j:64_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,60,,,,,64,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:60_j:65_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,60,,,,,65,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:60_j:66_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,60,,,,,66,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:60_j:67_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,60,,,,,67,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:60_j:68_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,60,,,,,68,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:60_j:69_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,60,,,,,69,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:60_j:6_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,60,,,,,6,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:60_j:70_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,60,,,,,70,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:60_j:71_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,60,,,,,71,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:60_j:72_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,60,,,,,72,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:60_j:73_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,60,,,,,73,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:60_j:74_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,60,,,,,74,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:60_j:75_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,60,,,,,75,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:60_j:76_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,60,,,,,76,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:60_j:77_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,60,,,,,77,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:60_j:78_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,60,,,,,78,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:60_j:79_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,60,,,,,79,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:60_j:7_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,60,,,,,7,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:60_j:80_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,60,,,,,80,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:60_j:81_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,60,,,,,81,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:60_j:82_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,60,,,,,82,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:60_j:83_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,60,,,,,83,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:60_j:84_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,60,,,,,84,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:60_j:85_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,60,,,,,85,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:60_j:86_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,60,,,,,86,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:60_j:87_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,60,,,,,87,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:60_j:88_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,60,,,,,88,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:60_j:89_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,60,,,,,89,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:60_j:8_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,60,,,,,8,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:60_j:90_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,60,,,,,90,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:60_j:91_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,60,,,,,91,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:60_j:92_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,60,,,,,92,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:60_j:9_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,60,,,,,9,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:61_j:0_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,61,,,,,0,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:61_j:10_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,61,,,,,10,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:61_j:11_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,61,,,,,11,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:61_j:12_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,61,,,,,12,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:61_j:13_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,61,,,,,13,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:61_j:14_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,61,,,,,14,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:61_j:15_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,61,,,,,15,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:61_j:16_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,61,,,,,16,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:61_j:17_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,61,,,,,17,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:61_j:18_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,61,,,,,18,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:61_j:19_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,61,,,,,19,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:61_j:1_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,61,,,,,1,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:61_j:20_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,61,,,,,20,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:61_j:21_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,61,,,,,21,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:61_j:22_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,61,,,,,22,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:61_j:23_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,61,,,,,23,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:61_j:24_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,61,,,,,24,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:61_j:25_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,61,,,,,25,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:61_j:28_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,61,,,,,28,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:61_j:29_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,61,,,,,29,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:61_j:2_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,61,,,,,2,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:61_j:30_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,61,,,,,30,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:61_j:31_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,61,,,,,31,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:61_j:32_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,61,,,,,32,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:61_j:33_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,61,,,,,33,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:61_j:34_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,61,,,,,34,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:61_j:35_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,61,,,,,35,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:61_j:36_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,61,,,,,36,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:61_j:37_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,61,,,,,37,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:61_j:38_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,61,,,,,38,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:61_j:39_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,61,,,,,39,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:61_j:3_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,61,,,,,3,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:61_j:40_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,61,,,,,40,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:61_j:41_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,61,,,,,41,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:61_j:42_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,61,,,,,42,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:61_j:43_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,61,,,,,43,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:61_j:44_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,61,,,,,44,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:61_j:45_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,61,,,,,45,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:61_j:46_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,61,,,,,46,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:61_j:47_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,61,,,,,47,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:61_j:48_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,61,,,,,48,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:61_j:49_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,61,,,,,49,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:61_j:4_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,61,,,,,4,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:61_j:50_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,61,,,,,50,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:61_j:51_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,61,,,,,51,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:61_j:52_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,61,,,,,52,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:61_j:53_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,61,,,,,53,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:61_j:54_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,61,,,,,54,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:61_j:55_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,61,,,,,55,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:61_j:56_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,61,,,,,56,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:61_j:57_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,61,,,,,57,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:61_j:58_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,61,,,,,58,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:61_j:59_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,61,,,,,59,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:61_j:5_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,61,,,,,5,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:61_j:60_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,61,,,,,60,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:61_j:61_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,61,,,,,61,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:61_j:62_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,61,,,,,62,0,0,0,bound-base,lst,absq-bya,,0.0
oname:bound-base_otype:lst_usecol:absq-bya_k:0_i:61_j:63_kstp:0_kper:0,0.0004,24999.999999999996,l_cbcbaseflux,61,,,,,63,0,0,0,bound-base,lst,absq-bya,,0.0
